Company Name,Sectors,Market Cap,Ticker,Description,Formatted Description
AIRBUS,Aerospace & Defense,10578070.0,AIR,"Airbus SE is a Netherlands-based Company that is active in the aerospace and defense industry. The Company operates through three segments: Airbus, Airbus Helicopters and Airbus Defense and Space. The Airbus segment focuses on the development, manufacturing, marketing and sale of commercial jet aircraft and aircraft components, as well as on aircraft conversion and related services. The Airbus Helicopters segment specializes in the development, manufacturing, marketing and sale of civil and military helicopters, as well as on the provision of helicopter related services. The Airbus Defense and Space segment produces military combat aircraft and training aircraft, provides defense electronics and global security market solutions, and manufacturers and markets missiles.","#### 📌 **AIRBUS**
- Airbus SE is a Netherlands-based Company that is active in the aerospace and defense industry
- The Company operates through three segments: Airbus, Airbus Helicopters and Airbus Defense and Space
- The Airbus segment focuses on the development, manufacturing, marketing and sale of commercial jet aircraft and aircraft components, as well as on aircraft conversion and related services
- The Airbus Helicopters segment specializes in the development, manufacturing, marketing and sale of civil and military helicopters, as well as on the provision of helicopter related services
- The Airbus Defense and Space segment produces military combat aircraft and training aircraft, provides defense electronics and global security market solutions, and manufacturers and markets missiles"
AIXTRON,Semiconductors & Semiconductor Equipment,1077606000.0,AIXA,"AIXTRON SE is a Germany based Company. The Company is a provider of deposition equipment to the semiconductor industry. The Company develops, produces and installs equipment for the deposition of complex semiconductor materials, and offers deposition processes, consulting, training, customer support and service for these systems. It also provides peripheral devices and services for the operation of its systems. The Company also supplies deposition equipment for volume production as well as for research and development (R&D) and pre-series production.","#### 📌 **AIXTRON**
- AIXTRON SE is a Germany based Company
- The Company is a provider of deposition equipment to the semiconductor industry
- The Company develops, produces and installs equipment for the deposition of complex semiconductor materials, and offers deposition processes, consulting, training, customer support and service for these systems
- It also provides peripheral devices and services for the operation of its systems
- The Company also supplies deposition equipment for volume production as well as for research and development (R&D) and pre-series production"
ALFA LAVAL AB,"Machinery, Equipment & Components",157394700000.0,ALFA,"Alfa Laval AB is a Sweden-based company engaged in the development, manufacture and marketing of products and solutions for heat transfer, separation and fluid handling. The Companys products are used in various industries, including production of chemicals, starch, paper, metals, sugar and ethanol. Its solutions are also used onboard vessels and in the engineering sector, mining industry and refinery sector, as well as for treating wastewater and creating a comfortable indoor climate. The Company's operations are divided into four business divisions that serve external customers: Energy, Food and Water, Marine, and Greenhouse. Additionally, it operates one shared division for procurement, production and distribution.","#### 📌 **ALFA LAVAL AB**
- Alfa Laval AB is a Sweden-based company engaged in the development, manufacture and marketing of products and solutions for heat transfer, separation and fluid handling
- The Companys products are used in various industries, including production of chemicals, starch, paper, metals, sugar and ethanol
- Its solutions are also used onboard vessels and in the engineering sector, mining industry and refinery sector, as well as for treating wastewater and creating a comfortable indoor climate
- The Company's operations are divided into four business divisions that serve external customers: Energy, Food and Water, Marine, and Greenhouse
- Additionally, it operates one shared division for procurement, production and distribution"
ALSTOM,"Machinery, Equipment & Components",7931059000.0,ALO,"Alstom SA is a France-based manufacturer of infrastructures for rail transport sector. The Companys offer includes a range of solutions including rolling stock, systems, services as well as signaling for passenger and freight railway transportation. The Companys railway services include maintenance, modernization, management of spare parts, support and technical assistance services included. The Companys railway infrastructures include infrastructures for the track laying, lines electrical power systems, electromechanical equipment, telecommunication devices and traveler information in station, terminals for automatic purchase of tickets, access to escalators, lifts for disabled, automatic landing doors on platforms, ventilation, air conditioning, and lighting systems, among others. Alstom markets its products and services worldwide.","#### 📌 **ALSTOM**
- Alstom SA is a France-based manufacturer of infrastructures for rail transport sector
- The Companys offer includes a range of solutions including rolling stock, systems, services as well as signaling for passenger and freight railway transportation
- The Companys railway services include maintenance, modernization, management of spare parts, support and technical assistance services included
- The Companys railway infrastructures include infrastructures for the track laying, lines electrical power systems, electromechanical equipment, telecommunication devices and traveler information in station, terminals for automatic purchase of tickets, access to escalators, lifts for disabled, automatic landing doors on platforms, ventilation, air conditioning, and lighting systems, among others
- Alstom markets its products and services worldwide"
AMERICAN SUPERCONDUCTOR,"Machinery, Equipment & Components",631355680.0,AMSC,"American Superconductor Corporation is a provider of megawatt-scale power resiliency solutions. The Company's solutions include Gridtec, Marinetec and Windtec. The Company, through its Gridtec solutions, provides engineering planning services and advanced grid systems that optimize network reliability, efficiency and performance. The Company, through its Marinetec solutions, provides ship protection and is developing propulsion and power management solutions designed to help fleets increase system efficiencies, enhance power quality and boost operational safety. The Company, through its Windtec solutions, provides wind turbine electronic controls and systems, designs and engineering services. The Company's segments include Grid and Wind. It provides power supplies to industrial and military customers. It supplies components for a variety of energy applications. Their offerings include power supplies and power controls for industrial and military customers.","#### 📌 **AMERICAN SUPERCONDUCTOR**
- American Superconductor Corporation is a provider of megawatt-scale power resiliency solutions
- The Company's solutions include Gridtec, Marinetec and Windtec
- The Company, through its Gridtec solutions, provides engineering planning services and advanced grid systems that optimize network reliability, efficiency and performance
- The Company, through its Marinetec solutions, provides ship protection and is developing propulsion and power management solutions designed to help fleets increase system efficiencies, enhance power quality and boost operational safety
- The Company, through its Windtec solutions, provides wind turbine electronic controls and systems, designs and engineering services
- The Company's segments include Grid and Wind
- It provides power supplies to industrial and military customers
- It supplies components for a variety of energy applications
- Their offerings include power supplies and power controls for industrial and military customers"
AMS-OSRAM,Semiconductors & Semiconductor Equipment,545588700.0,AMS,"ams Osram AG is an Austria-based semiconductor and lights manufacturing company. The Company operates through Semiconductors and Lamps & Systems (L&S) segments. The Semiconductors segment includes semiconductor-based products and solutions for customers in the automotive, consumer, industrial and medical technology end markets. Its automotive market includes differentiated LED (Light-emitting diode)solutions for head lamps and other front lighting, exterior lighting, and interior ambient lighting for vehicles. In addition, the Company's business unit Opto Semiconductors (OS) is into emitter technologies (LEDs and laser diodes), CMOS Sensors and ASICs (CSA) is in sensor and analog mixed signal integrated circuits (IC). The L&S segment includes lamp and lighting systems with a focus on the automotive and industrial end markets. L&Ss automotive business mainly comprises traditional halogen, xenon and signal lamps for vehicles, LED-based lamps and modules and retrofit lighting systems.","#### 📌 **AMS-OSRAM**
- ams Osram AG is an Austria-based semiconductor and lights manufacturing company
- The Company operates through Semiconductors and Lamps & Systems (L&S) segments
- The Semiconductors segment includes semiconductor-based products and solutions for customers in the automotive, consumer, industrial and medical technology end markets
- Its automotive market includes differentiated LED (Light-emitting diode)solutions for head lamps and other front lighting, exterior lighting, and interior ambient lighting for vehicles
- In addition, the Company's business unit Opto Semiconductors (OS) is into emitter technologies (LEDs and laser diodes), CMOS Sensors and ASICs (CSA) is in sensor and analog mixed signal integrated circuits (IC)
- The L&S segment includes lamp and lighting systems with a focus on the automotive and industrial end markets
- L&Ss automotive business mainly comprises traditional halogen, xenon and signal lamps for vehicles, LED-based lamps and modules and retrofit lighting systems"
ANTOFAGASTA,Metals & Mining,13818760000.0,ANTO,"Antofagasta plc is a United Kingdom-based copper mining company with interests in transport. The Companys operations are related to mining and exploration activities and the transport of rail and road cargo. The Companys divisions include Mining and Transport. Through its Mining division, the Company owns and operates four mines: Los Pelambres is located in the Coquimbo Region of central Chile, and Centinela, Antucoya and Zaldivar, which are in the Antofagasta Region of northern Chile. These mines produce copper cathodes, copper concentrates and significant volumes of by-products. The Transport division provides rail and road cargo services in northern Chile, predominantly to mining customers, including the Companys own operations. Ferrocarril de Antofagasta a Bolivia is the corporate name of its Transport division. In Chile, it is pursuing brownfield and greenfield projects, and in other countries, it has generative programs, identifying early-stage projects.","#### 📌 **ANTOFAGASTA**
- Antofagasta plc is a United Kingdom-based copper mining company with interests in transport
- The Companys operations are related to mining and exploration activities and the transport of rail and road cargo
- The Companys divisions include Mining and Transport
- Through its Mining division, the Company owns and operates four mines: Los Pelambres is located in the Coquimbo Region of central Chile, and Centinela, Antucoya and Zaldivar, which are in the Antofagasta Region of northern Chile
- These mines produce copper cathodes, copper concentrates and significant volumes of by-products
- The Transport division provides rail and road cargo services in northern Chile, predominantly to mining customers, including the Companys own operations
- Ferrocarril de Antofagasta a Bolivia is the corporate name of its Transport division
- In Chile, it is pursuing brownfield and greenfield projects, and in other countries, it has generative programs, identifying early-stage projects"
ARKEMA,Chemicals,4628302000.0,AKE,"Arkema SA is a France-based chemical producer, which provides specialty chemicals and advanced materials. The Company manufactures a range of products for industries, including construction, packaging, chemical, automotive, electronics, food, and pharmaceutical industries. The Company operates through five business segments: Advanced materials that includes high performance polymers, specialty surfactants, molecular sieves, organic peroxides, oxygenates, and others; Adhesives that includes sealants, adhesives for floors and tiles, waterproofing products, and others; Coating solutions that include resins, emulsions for adhesives, surface coating products, absorbents, and others; Intermediate products that include thermoplastic polymers (PMMA) polymethyl methacrylate, acrylic products, fluorinated gases, and others. The Company has production centers located in Europe, North America and Asia. It operates through a network of subsidiaries, such as XL Brands.","#### 📌 **ARKEMA**
- Arkema SA is a France-based chemical producer, which provides specialty chemicals and advanced materials
- The Company manufactures a range of products for industries, including construction, packaging, chemical, automotive, electronics, food, and pharmaceutical industries
- The Company operates through five business segments: Advanced materials that includes high performance polymers, specialty surfactants, molecular sieves, organic peroxides, oxygenates, and others; Adhesives that includes sealants, adhesives for floors and tiles, waterproofing products, and others; Coating solutions that include resins, emulsions for adhesives, surface coating products, absorbents, and others; Intermediate products that include thermoplastic polymers (PMMA) polymethyl methacrylate, acrylic products, fluorinated gases, and others
- The Company has production centers located in Europe, North America and Asia
- It operates through a network of subsidiaries, such as XL Brands"
ASSA ABLOY,Homebuilding & Construction Supplies,274418600000.0,ASSAB,"Assa Abloy AB is a Sweden-based company engaged in the secure door opening solutions. It is organized into five segments: Europe, Middle East and Africa (EMEA), North and South America (Americas), Asia, Australia and New Zealand (Asia Pacific), Global Technologies and Entrance Systems. The EMEA, Americas and Asia Pacific segments manufacture mechanical and electromechanical locks, digital door locks, security doors and hardware in their respective geographical markets. The Global Technologies segment operates in the product areas of access control systems, secure card issuance, identification technology and hotel locks. The Entrance Systems segment supplies entrance automation products and services.","#### 📌 **ASSA ABLOY**
- Assa Abloy AB is a Sweden-based company engaged in the secure door opening solutions
- It is organized into five segments: Europe, Middle East and Africa (EMEA), North and South America (Americas), Asia, Australia and New Zealand (Asia Pacific), Global Technologies and Entrance Systems
- The EMEA, Americas and Asia Pacific segments manufacture mechanical and electromechanical locks, digital door locks, security doors and hardware in their respective geographical markets
- The Global Technologies segment operates in the product areas of access control systems, secure card issuance, identification technology and hotel locks
- The Entrance Systems segment supplies entrance automation products and services"
ATLASPCO,Multiline Utilities,5506379000.0,ATCOA,"ATCO Ltd. is a Canada-based diversified company. The Companys Structures & Logistics segment offers workforce and residential housing, modular facilities, construction, site support services, workforce lodging services, facility operations and maintenance, defense operations services, and disaster and emergency management services. Its Canadian Utilities Limited segment includes ATCO Energy Systems, ATCO EnPower and Retail Energy. The Neltume Ports segment includes the equity interest in Neltume Ports S.A., a port operator and developer based in South America. Neltume Ports operates 18 port facilities and five port operation services businesses located in Chile, Uruguay, Argentina, Brazil and the United States. ATCO Corporate & Other includes commercial real estate owned by the Company, intersegment eliminations, Ashcor, a business engaged in the processing and marketing of live ash and ash reclaimed from landfills, and Fresh Bites, which is engaged in food services.","#### 📌 **ATLASPCO**
- is a Canada-based diversified company
- The Companys Structures & Logistics segment offers workforce and residential housing, modular facilities, construction, site support services, workforce lodging services, facility operations and maintenance, defense operations services, and disaster and emergency management services
- Its Canadian Utilities Limited segment includes ATCO Energy Systems, ATCO EnPower and Retail Energy
- The Neltume Ports segment includes the equity interest in Neltume Ports S.A., a port operator and developer based in South America
- Neltume Ports operates 18 port facilities and five port operation services businesses located in Chile, Uruguay, Argentina, Brazil and the United States
- ATCO Corporate & Other includes commercial real estate owned by the Company, intersegment eliminations, Ashcor, a business engaged in the processing and marketing of live ash and ash reclaimed from landfills, and Fresh Bites, which is engaged in food services"
BABCOCK INTL GROUP,Aerospace & Defense,3314186000.0,BAB,"Babcock International Group PLC is a United Kingdom-based international defense, aerospace and security company. The Company provides a range of products and service solutions to enhance its customers defense capabilities and critical assets. It operates in four segments: Marine, Nuclear, Land, and Aviation. The Marine segment includes naval ships, equipment, and marine infrastructure in the United Kingdom and internationally. The Nuclear segment includes submarines and complex engineering services in support of decommissioning programs and projects, training and operation support, new build program management and design and installation in the United Kingdom. The Land segment includes critical vehicle fleet management, equipment support and training for military and civil customers. The Aviation segment includes critical engineering services for defense and civil customers, including pilot training, and equipment support. It operates in Australasia, Canada, France, and South Africa.","#### 📌 **BABCOCK INTL GROUP**
- Babcock International Group PLC is a United Kingdom-based international defense, aerospace and security company
- The Company provides a range of products and service solutions to enhance its customers defense capabilities and critical assets
- It operates in four segments: Marine, Nuclear, Land, and Aviation
- The Marine segment includes naval ships, equipment, and marine infrastructure in the United Kingdom and internationally
- The Nuclear segment includes submarines and complex engineering services in support of decommissioning programs and projects, training and operation support, new build program management and design and installation in the United Kingdom
- The Land segment includes critical vehicle fleet management, equipment support and training for military and civil customers
- The Aviation segment includes critical engineering services for defense and civil customers, including pilot training, and equipment support
- It operates in Australasia, Canada, France, and South Africa"
BASF,Chemicals,36316730000.0,BAS,"BASF SE is a Germany-based chemical company. The Company operates through six segments, which include Chemicals, Materials, Industrial Solutions, Surface Technologies, Nutrition & Care and Agricultural Solutions. The Chemicals segment consists of the Petrochemicals and Intermediates divisions. The Materials segment consists of Performance Materials and Monomers divisions. The Industrial Solutions segment consists of Dispersions, Resins, Additives and Performance Chemicals divisions. The Surface Technologies segment consists of Catalysts and Coatings solution divisions. The Nutrition & Care segment consists of Care Chemicals and Nutrition and Health divisions. The Agricultural Solutions segment consists of Agricultural Solutions division, which focuses on provision of crop protection products and Seed Treatment solutions and plant growth regulators.","#### 📌 **BASF**
- BASF SE is a Germany-based chemical company
- The Company operates through six segments, which include Chemicals, Materials, Industrial Solutions, Surface Technologies, Nutrition & Care and Agricultural Solutions
- The Chemicals segment consists of the Petrochemicals and Intermediates divisions
- The Materials segment consists of Performance Materials and Monomers divisions
- The Industrial Solutions segment consists of Dispersions, Resins, Additives and Performance Chemicals divisions
- The Surface Technologies segment consists of Catalysts and Coatings solution divisions
- The Nutrition & Care segment consists of Care Chemicals and Nutrition and Health divisions
- The Agricultural Solutions segment consists of Agricultural Solutions division, which focuses on provision of crop protection products and Seed Treatment solutions and plant growth regulators"
BEMICONDUCTOR INDUSTRIES,Semiconductors & Semiconductor Equipment,6886112000.0,BESI,"BE Semiconductor Industries N.V. (Besi) is a holding company. The Company is engaged in the development, manufacturing, marketing, sales and service of semiconductor assembly equipment for the global semiconductor and electronics industries. It operates through three segments: Die Attach, Packaging and Plating. It develops assembly processes and equipment for leadframe, substrate and wafer level packaging applications in a range of end user markets, including electronics, computer, automotive, industrial and solar energy. The Company offers products, such as Die attach equipment, which include single chip, multi-chip, multi module, flip chip, thermo-compression bonding (TCB) and enhanced wafer level ball grid array (eWLB) die bonding systems, and die sorting systems; Packaging equipment, which include wafer level molding and singulation systems, and Plating equipment, which include metal plating systems and related process chemicals.","#### 📌 **BEMICONDUCTOR INDUSTRIES**
- BE Semiconductor Industries N.V
- (Besi) is a holding company
- The Company is engaged in the development, manufacturing, marketing, sales and service of semiconductor assembly equipment for the global semiconductor and electronics industries
- It operates through three segments: Die Attach, Packaging and Plating
- It develops assembly processes and equipment for leadframe, substrate and wafer level packaging applications in a range of end user markets, including electronics, computer, automotive, industrial and solar energy
- The Company offers products, such as Die attach equipment, which include single chip, multi-chip, multi module, flip chip, thermo-compression bonding (TCB) and enhanced wafer level ball grid array (eWLB) die bonding systems, and die sorting systems; Packaging equipment, which include wafer level molding and singulation systems, and Plating equipment, which include metal plating systems and related process chemicals"
BILFINGER,Construction & Engineering,2237579000.0,GBF,"Bilfinger SE is a Germany-based international industrial services provider. The Company provides customized engineering and services to customers in the process industry. Its Industrial business segment includes industrial maintenance; insulation, scaffolding and painting; oil and gas, and engineering solutions. The Industrial business segment includes activities, such as design, development and erection of industrial facilities; maintenance and repair of industrial plants; project management; assembly and installation of plant components; design, development and implementation of automation solutions, insulation, surface and corrosion protection, industrial scaffolding. Its Power business segment includes activities, such as repair, maintenance, efficiency enhancements and service life extensions, as well as the demolition of existing power plants, and design, manufacture and assembly of components for power plant systems with a focus on boilers and high-pressure piping systems.","#### 📌 **BILFINGER**
- Bilfinger SE is a Germany-based international industrial services provider
- The Company provides customized engineering and services to customers in the process industry
- Its Industrial business segment includes industrial maintenance; insulation, scaffolding and painting; oil and gas, and engineering solutions
- The Industrial business segment includes activities, such as design, development and erection of industrial facilities; maintenance and repair of industrial plants; project management; assembly and installation of plant components; design, development and implementation of automation solutions, insulation, surface and corrosion protection, industrial scaffolding
- Its Power business segment includes activities, such as repair, maintenance, efficiency enhancements and service life extensions, as well as the demolition of existing power plants, and design, manufacture and assembly of components for power plant systems with a focus on boilers and high-pressure piping systems"
BOEING/THE,Aerospace & Defense,45117900000.0,BA,"BAE Systems plc provides advanced, technology-led defense, aerospace, and security solutions. The Company is a provider of ship repair, maintenance, modernization, conversion, and overhaul services for the navy, other government agencies, and select commercial customers. Its Electronic Systems segment comprises the United States and United Kingdom-based electronics activities, including electronic warfare systems, navigation systems, electro-optical sensors, military and commercial digital engine and flight controls, and others. Its Platforms & Services segment, with operations in the United States, Sweden and the United Kingdom, manufactures and upgrades combat vehicles, weapons and munitions, and delivers services and sustainment activities. Its Air segment comprises air build and support activities. Its Maritime segment comprises maritime and land activities. Its Cyber & Intelligence segment comprises the Intelligence and Security business and the Digital Intelligence business.","#### 📌 **BOEING/THE**
- BAE Systems plc provides advanced, technology-led defense, aerospace, and security solutions
- The Company is a provider of ship repair, maintenance, modernization, conversion, and overhaul services for the navy, other government agencies, and select commercial customers
- Its Electronic Systems segment comprises the United States and United Kingdom-based electronics activities, including electronic warfare systems, navigation systems, electro-optical sensors, military and commercial digital engine and flight controls, and others
- Its Platforms & Services segment, with operations in the United States, Sweden and the United Kingdom, manufactures and upgrades combat vehicles, weapons and munitions, and delivers services and sustainment activities
- Its Air segment comprises air build and support activities
- Its Maritime segment comprises maritime and land activities
- Its Cyber & Intelligence segment comprises the Intelligence and Security business and the Digital Intelligence business"
BUDIMEX,Construction & Engineering,13576910000.0,BDX,"Budimex SA is a Poland-based construction company. It operates as a general contractor, subcontractor and developer. Its main activities consist of the construction of roads, including highways, express roads and by-passes; construction of bridges and airports; the design, development, construction and maintenance of industrial plants, sewage treatment plants, chemical treatment plants and other environmental facilities; the construction of public and commercial facilities, and development of residential property. It is also involved in the production and assembly of various steel constructions, including gangways, frameworks, industrial and sports halls, storage umbrella roofs and hangars, cylinder and sphere-shaped tanks, boilers and high-pressure pipelines, cable railways, masts and telecommunication towers and other.","#### 📌 **BUDIMEX**
- Budimex SA is a Poland-based construction company
- It operates as a general contractor, subcontractor and developer
- Its main activities consist of the construction of roads, including highways, express roads and by-passes; construction of bridges and airports; the design, development, construction and maintenance of industrial plants, sewage treatment plants, chemical treatment plants and other environmental facilities; the construction of public and commercial facilities, and development of residential property
- It is also involved in the production and assembly of various steel constructions, including gangways, frameworks, industrial and sports halls, storage umbrella roofs and hangars, cylinder and sphere-shaped tanks, boilers and high-pressure pipelines, cable railways, masts and telecommunication towers and other"
BUZZI SPA,Passenger Transportation Services,1940232000.0,BZU,"Air New Zealand Limited is engaged in the transportation of passengers and cargo on an integrated network of scheduled airline services to, from and within New Zealand. Its geographical segments include New Zealand, Australia and Pacific Islands, Asia, the United Kingdom and Europe, and America. The Company has approximately 104 operating aircraft ranging from Boeing 787-9 Dreamliners and Airbus A320s to ATRs and Q300s, offering customers. It has domestic business, connecting customers and cargo to over 20 different regions around New Zealand. Internationally, the airline has direct flights to cities across Australia, Asia, the Pacific Islands, and the United States. Its operating fleet includes Boeing 777-300ER, Boeing 787-9 Dreamliner, AirbusA321neo, AirbusA320neo, AirbusA320ceo, ATR 72-600, and Bombardier Q300. It is a supplier of aircraft, and component maintenance, repair, and overhaul (MRO) services to customers in New Zealand, Australia, Asia, the Americas, and Europe.","#### 📌 **BUZZI SPA**
- Air New Zealand Limited is engaged in the transportation of passengers and cargo on an integrated network of scheduled airline services to, from and within New Zealand
- Its geographical segments include New Zealand, Australia and Pacific Islands, Asia, the United Kingdom and Europe, and America
- The Company has approximately 104 operating aircraft ranging from Boeing 787-9 Dreamliners and Airbus A320s to ATRs and Q300s, offering customers
- It has domestic business, connecting customers and cargo to over 20 different regions around New Zealand
- Internationally, the airline has direct flights to cities across Australia, Asia, the Pacific Islands, and the United States
- Its operating fleet includes Boeing 777-300ER, Boeing 787-9 Dreamliner, AirbusA321neo, AirbusA320neo, AirbusA320ceo, ATR 72-600, and Bombardier Q300
- It is a supplier of aircraft, and component maintenance, repair, and overhaul (MRO) services to customers in New Zealand, Australia, Asia, the Americas, and Europe"
CLARIANT,Chemicals,2529377000.0,CLN,"Clariant AG is a Switzerland-based producer of specialty chemicals. It operates through three business areas: Care Chemicals, Catalysis, Natural Resources. The Business Area Care Chemicals serves customers in the personal care, home care, paints and coatings, and crop solutions markets. Business Area Catalysis offers catalytic and biofuel solutions. The Business Area Natural Resources offers products and customer-tailored solutions for mineral, foundry, oil, and gas extraction businesses, as well as for food, plastics, coatings, adhesives, and inks applications.","#### 📌 **CLARIANT**
- Clariant AG is a Switzerland-based producer of specialty chemicals
- It operates through three business areas: Care Chemicals, Catalysis, Natural Resources
- The Business Area Care Chemicals serves customers in the personal care, home care, paints and coatings, and crop solutions markets
- Business Area Catalysis offers catalytic and biofuel solutions
- The Business Area Natural Resources offers products and customer-tailored solutions for mineral, foundry, oil, and gas extraction businesses, as well as for food, plastics, coatings, adhesives, and inks applications"
COHORT,Software & IT Services,512208500.0,CHRT,"Cohort plc is the parent company of seven businesses based in the United Kingdom, Australia, Germany and Portugal, providing a range of services and products for domestic and export customers in defense and related markets. The Companys segments include Communications and Intelligence, and Sensors and Effectors. Communications and Intelligence segment includes EID, EM Solutions, MASS and MCL; and Sensors and Effectors segment includes Chess, ELAC SONAR and SEA. EID designs and manufactures advanced communications systems for naval and military customers. EM Solutions designs, assembles, tests, and supports satellite communications on-the-move terminals. MASS is a specialist data technology company. MCL designs, sources and supports advanced electronic and surveillance technology. Chess Dynamics offers surveillance, tracking and fire-control systems. ELAC SONAR supplies advanced sonar systems and underwater communications. SEA delivers and supports technology-based products.","#### 📌 **COHORT**
- Cohort plc is the parent company of seven businesses based in the United Kingdom, Australia, Germany and Portugal, providing a range of services and products for domestic and export customers in defense and related markets
- The Companys segments include Communications and Intelligence, and Sensors and Effectors
- Communications and Intelligence segment includes EID, EM Solutions, MASS and MCL; and Sensors and Effectors segment includes Chess, ELAC SONAR and SEA
- EID designs and manufactures advanced communications systems for naval and military customers
- EM Solutions designs, assembles, tests, and supports satellite communications on-the-move terminals
- MASS is a specialist data technology company
- MCL designs, sources and supports advanced electronic and surveillance technology
- Chess Dynamics offers surveillance, tracking and fire-control systems
- ELAC SONAR supplies advanced sonar systems and underwater communications
- SEA delivers and supports technology-based products"
COMPAGNIE DEINT GOBAIN,Homebuilding & Construction Supplies,39335260000.0,SGO,"Compagnie de Saint Gobain SA is a France-based group specialized in the design, manufacture, distribution of materials for the construction, mobility, healthcare, and industrial sectors solutions with the aim of improving wellbeing of life across the world. The Group, through its subsidiaries, operates through three sectors: Building Distribution (BD), Construction Products (CP) and Materials (IM). The BD Sector covers the distribution activities of the Company to the suppliers. The CP sector offers both interior solutions (insulation and gypsum) and exterior solutions (industrial mortars, pipes and exterior products). The IM sector provides flat glass and high-performance materials. Its solutions span from self-cleaning windows and photovoltaic glass to smart insulation systems, water supply systems with many industrial applications.","#### 📌 **COMPAGNIE DEINT GOBAIN**
- Compagnie de Saint Gobain SA is a France-based group specialized in the design, manufacture, distribution of materials for the construction, mobility, healthcare, and industrial sectors solutions with the aim of improving wellbeing of life across the world
- The Group, through its subsidiaries, operates through three sectors: Building Distribution (BD), Construction Products (CP) and Materials (IM)
- The BD Sector covers the distribution activities of the Company to the suppliers
- The CP sector offers both interior solutions (insulation and gypsum) and exterior solutions (industrial mortars, pipes and exterior products)
- The IM sector provides flat glass and high-performance materials
- Its solutions span from self-cleaning windows and photovoltaic glass to smart insulation systems, water supply systems with many industrial applications"
CRH,Construction Materials,54984650000.0,CRH,"CRH PLC is a provider of building materials solutions. The Company integrates building materials, products, and services by providing them to customers as complete solutions. Its segments include Americas Materials Solutions, Americas Building Solutions, Europe Materials Solutions and Europe Building Solutions. The Americas Materials Solutions segment provides solutions for the construction and maintenance of public infrastructure and commercial and residential buildings in North America. The Americas Building Solutions segment manufactures, supplies, and delivers solutions for the built environment in communities across North America. The Europe Materials Solutions segment provides solutions for the construction of public infrastructure and commercial and residential buildings to customers in construction markets in Europe. The Europe Building Solutions segment combines materials, products, and services to produce a range of architectural and infrastructural solutions.","#### 📌 **CRH**
- CRH PLC is a provider of building materials solutions
- The Company integrates building materials, products, and services by providing them to customers as complete solutions
- Its segments include Americas Materials Solutions, Americas Building Solutions, Europe Materials Solutions and Europe Building Solutions
- The Americas Materials Solutions segment provides solutions for the construction and maintenance of public infrastructure and commercial and residential buildings in North America
- The Americas Building Solutions segment manufactures, supplies, and delivers solutions for the built environment in communities across North America
- The Europe Materials Solutions segment provides solutions for the construction of public infrastructure and commercial and residential buildings to customers in construction markets in Europe
- The Europe Building Solutions segment combines materials, products, and services to produce a range of architectural and infrastructural solutions"
CRODA INTERNATIONAL,Chemicals,3662638000.0,CRDA,"Croda International Plc is a United Kingdom-based specialty chemicals company. The Company uses its smart science to create high performance ingredients and technologies that improve people's lives. Its sales, marketing and research activities are organized into three global market sectors: consumer care, life sciences and industrial specialties. Its consumer care sector's business units comprise beauty actives, fragrances and flavors, beauty care, and home care. It a has large actives portfolio across two ranges: Sederma Actives and Croda Botanicals. The beauty care delivers differentiated ingredients across skin, hair and solar care. The Company's life sciences sector's business units comprise agriculture (crop protection and seed enhancement) and pharma. The crop protection unit offers ingredients that improve performance and delivery of crop formulations. The pharma comprises three technology platforms: protein/small molecule delivery; adjuvant systems, and nucleic acid delivery.","#### 📌 **CRODA INTERNATIONAL**
- Croda International Plc is a United Kingdom-based specialty chemicals company
- The Company uses its smart science to create high performance ingredients and technologies that improve people's lives
- Its sales, marketing and research activities are organized into three global market sectors: consumer care, life sciences and industrial specialties
- Its consumer care sector's business units comprise beauty actives, fragrances and flavors, beauty care, and home care
- It a has large actives portfolio across two ranges: Sederma Actives and Croda Botanicals
- The beauty care delivers differentiated ingredients across skin, hair and solar care
- The Company's life sciences sector's business units comprise agriculture (crop protection and seed enhancement) and pharma
- The crop protection unit offers ingredients that improve performance and delivery of crop formulations
- The pharma comprises three technology platforms: protein/small molecule delivery; adjuvant systems, and nucleic acid delivery"
